MaHoaDon,DiemPhucVu,DiemViTri,DiemChatLuongMonAn,DiemGiaCa,DiemKhongGian,BinhLuan
75298,1,6,8,9,10,Không gian đẹp!
14864,6,6,8,1,2,Giá quá đắt!
104113,8,1,1,10,7,Dịch vụ kém!
9643,1,7,2,6,7,Không ngon!
106096,2,3,8,10,3,Không ngon!
6951,1,0,8,6,4,Dịch vụ kém!
25347,1,8,9,10,6,Không gian đẹp!
76612,4,8,1,8,9,Dịch vụ tuyệt vời!
109240,2,5,4,4,7,Không gian chật chội!
26483,0,8,8,2,8,Không gian chật chội!
132696,7,7,9,8,6,Rất hài lòng!
74265,10,2,4,3,5,Dịch vụ kém!
82976,9,5,9,5,3,Giá cả hợp lý!
66464,10,6,0,7,1,Dịch vụ kém!
125355,10,5,7,6,6,Rất hài lòng!
54285,1,10,8,9,10,Rất hài lòng!
98480,1,4,4,2,0,Không ngon!
132907,7,2,6,3,6,Không ngon!
119215,4,5,10,7,0,Không gian chật chội!
149992,7,1,0,1,5,Không ngon!
5579,4,1,7,0,8,Không gian chật chội!
7065,6,8,4,7,5,"Ngon, sẽ quay lại!"
100242,3,7,0,10,7,Giá quá đắt!
109384,2,3,4,6,6,Không ngon!
27321,0,9,0,5,2,Không ngon!
64505,4,8,4,5,6,Giá quá đắt!
53122,7,5,0,6,7,Không gian chật chội!
124755,2,0,6,10,5,Không gian chật chội!
82057,10,3,1,10,8,Rất hài lòng!
78612,1,1,8,1,7,Không ngon!
20596,1,10,6,10,10,Không gian đẹp!
147270,6,4,7,8,7,Dịch vụ tuyệt vời!
131583,1,3,5,6,9,Giá quá đắt!
19687,6,4,7,4,5,Giá quá đắt!
29539,6,8,3,3,2,Giá quá đắt!
68306,9,8,5,8,2,Không gian đẹp!
15300,8,0,1,10,10,Giá quá đắt!
80933,10,6,2,10,0,Không ngon!
22158,2,7,5,2,6,Dịch vụ kém!
73307,8,0,5,3,0,Giá quá đắt!
28136,8,8,6,10,5,Dịch vụ tuyệt vời!
140148,2,9,8,9,6,Dịch vụ tuyệt vời!
98117,6,10,9,4,5,"Ngon, sẽ quay lại!"
94353,7,8,8,4,5,Không gian đẹp!
56560,1,7,3,7,3,Không hài lòng!
95978,6,4,7,5,2,Dịch vụ kém!
67962,10,6,3,1,2,Không hài lòng!
63338,7,1,4,9,4,Không hài lòng!
46960,9,4,5,2,7,Không hài lòng!
66844,1,2,4,10,10,Không hài lòng!
96085,9,8,10,5,4,"Ngon, sẽ quay lại!"
134711,4,4,1,7,1,Dịch vụ kém!
124354,10,3,7,0,5,Dịch vụ kém!
37365,1,1,10,9,9,Rất hài lòng!
142054,6,9,4,10,6,Dịch vụ tuyệt vời!
118314,2,4,6,2,4,Không hài lòng!
3537,2,8,7,0,8,Dịch vụ kém!
88349,1,1,10,10,10,Không gian đẹp!
123840,8,5,7,1,8,Dịch vụ kém!
106800,9,0,4,6,10,Không hài lòng!
70943,0,0,3,5,0,Giá quá đắt!
26378,2,4,0,9,4,Không hài lòng!
81713,5,0,6,3,6,Không hài lòng!
2686,9,7,6,10,1,Dịch vụ tuyệt vời!
110188,0,2,6,2,6,Không hài lòng!
82291,0,10,4,3,6,Không gian chật chội!
125754,0,6,0,6,6,Giá quá đắt!
24294,1,2,6,2,10,Dịch vụ kém!
2911,9,6,8,6,5,Rất hài lòng!
85650,9,6,10,8,5,Không gian đẹp!
144901,6,7,6,5,4,Giá quá đắt!
148536,10,5,10,1,6,Giá cả hợp lý!
111980,0,9,4,2,9,Không hài lòng!
108157,3,6,6,8,2,Dịch vụ kém!
138755,3,3,4,0,6,Dịch vụ kém!
138501,2,10,2,10,5,Không ngon!
52516,0,1,0,0,3,Dịch vụ kém!
88098,6,2,4,8,2,Dịch vụ kém!
4866,10,0,8,0,0,Không hài lòng!
30872,4,10,7,10,2,Rất hài lòng!
76025,6,4,6,0,5,Không gian chật chội!
94534,0,8,7,0,4,Dịch vụ kém!
24248,0,6,3,7,5,Không gian chật chội!
146527,7,0,7,10,0,Dịch vụ kém!
53378,5,6,0,1,9,Không hài lòng!
125828,2,9,4,0,7,Giá quá đắt!
119066,7,8,5,4,6,Không gian đẹp!
88296,0,8,2,0,1,Không gian chật chội!
6287,7,9,0,7,7,Rất hài lòng!
81554,0,0,4,1,6,Không hài lòng!
12542,5,6,7,6,4,Không gian chật chội!
33297,9,3,3,1,0,Dịch vụ kém!
74058,3,8,1,4,0,Giá quá đắt!
27010,2,10,8,0,4,Không ngon!
58565,9,10,8,3,1,Rất hài lòng!
137206,6,0,0,5,6,Không hài lòng!
79426,2,2,9,1,7,Giá quá đắt!
119401,6,9,4,10,1,Dịch vụ tuyệt vời!
126280,6,10,1,0,6,Giá quá đắt!
20357,8,1,4,3,10,Không ngon!
47522,2,2,4,7,2,Không hài lòng!
74426,2,1,7,8,8,Không ngon!
5627,6,4,4,9,2,Không gian chật chội!
71554,7,3,8,8,3,Dịch vụ kém!
15156,3,3,7,0,2,Không ngon!
17007,8,8,9,2,6,Dịch vụ tuyệt vời!
45453,2,8,6,5,0,Không hài lòng!
61836,3,7,8,5,3,Không gian chật chội!
89798,0,3,1,0,2,Không ngon!
136472,0,7,0,9,9,Không hài lòng!
87287,3,10,6,9,7,Không gian đẹp!
84943,4,0,2,7,7,Không ngon!
38743,6,8,6,0,4,Không gian chật chội!
71621,0,5,2,9,1,Giá quá đắt!
83196,5,9,7,0,0,Không hài lòng!
35422,5,9,8,7,9,Giá cả hợp lý!
59119,3,10,2,5,9,Không hài lòng!
96548,8,0,10,8,4,"Ngon, sẽ quay lại!"
103041,3,2,2,1,10,Không hài lòng!
17174,10,1,4,3,0,Dịch vụ kém!
72713,4,7,1,8,5,Không ngon!
32734,6,6,2,1,7,Giá quá đắt!
107174,4,9,8,8,6,"Ngon, sẽ quay lại!"
688,1,10,8,10,5,Dịch vụ tuyệt vời!
38323,1,4,8,9,0,Giá quá đắt!
28559,5,2,7,5,9,Không ngon!
23123,8,9,8,8,10,Rất hài lòng!
117796,5,0,8,5,7,Không gian chật chội!
148121,5,5,2,10,3,Giá quá đắt!
76720,3,3,4,2,7,Giá quá đắt!
65481,3,0,0,1,1,Không gian chật chội!
23349,0,2,0,1,0,Dịch vụ kém!
64013,4,1,6,1,0,Không gian chật chội!
36333,0,3,3,3,8,Không gian chật chội!
29984,2,9,0,6,3,Không hài lòng!
116069,6,5,4,3,6,Không hài lòng!
121334,6,2,2,5,8,Giá quá đắt!
149090,6,7,8,7,10,Rất hài lòng!
65314,6,1,9,10,0,Dịch vụ kém!
28996,2,3,9,6,1,Giá quá đắt!
110137,1,0,8,7,9,Không gian chật chội!
116220,3,6,9,0,5,Giá quá đắt!
45834,5,10,10,1,5,Dịch vụ tuyệt vời!
82386,7,9,7,8,1,Dịch vụ tuyệt vời!
14363,0,5,5,2,4,Không hài lòng!
30366,0,8,10,8,8,Giá cả hợp lý!
34870,3,4,2,5,2,Giá quá đắt!
117945,9,3,1,8,6,Không ngon!
55044,0,5,0,0,0,Giá quá đắt!
32241,4,10,3,2,4,Giá quá đắt!
107930,0,8,9,7,6,Giá cả hợp lý!
36388,2,10,3,4,5,Không gian chật chội!
101935,9,3,10,4,8,Không gian đẹp!
89356,4,2,4,5,10,Giá quá đắt!
125691,7,1,8,4,5,Giá quá đắt!
47255,7,0,6,4,0,Không gian chật chội!
8913,5,7,5,2,9,Không hài lòng!
108655,5,1,1,6,5,Dịch vụ kém!
93821,6,1,3,8,8,Không hài lòng!
130555,8,7,5,5,6,Dịch vụ tuyệt vời!
126573,7,7,6,7,1,Không gian chật chội!
70009,7,3,0,6,0,Giá quá đắt!
68950,8,8,0,10,3,Không gian chật chội!
17807,6,1,10,6,5,Không ngon!
53072,10,1,10,5,1,Không hài lòng!
7847,1,9,9,3,8,Dịch vụ tuyệt vời!
114702,2,7,8,10,10,Rất hài lòng!
41753,4,10,6,5,4,Dịch vụ kém!
144025,2,4,2,9,7,Không hài lòng!
107381,3,2,7,9,1,Không ngon!
45412,10,4,8,9,2,Giá cả hợp lý!
14892,2,7,0,2,5,Giá quá đắt!
63518,7,1,6,4,1,Giá quá đắt!
49857,9,4,0,4,5,Dịch vụ kém!
86141,1,5,1,10,1,Không gian chật chội!
89711,6,5,6,6,3,Giá quá đắt!
71935,3,7,10,2,7,Không hài lòng!
66338,4,7,0,6,10,Giá quá đắt!
67507,2,4,1,4,3,Không hài lòng!
47145,9,0,4,6,0,Không hài lòng!
94731,3,5,2,6,10,Dịch vụ kém!
47545,8,10,5,0,1,Giá quá đắt!
132701,7,6,2,3,0,Không hài lòng!
132249,9,1,10,10,4,Không gian đẹp!
104427,7,5,9,1,10,Rất hài lòng!
67207,7,9,10,3,0,Không ngon!
8350,4,1,4,5,10,Dịch vụ kém!
145262,1,9,5,1,2,Không hài lòng!
110278,4,5,0,8,9,Dịch vụ kém!
100804,0,0,3,2,9,Không hài lòng!
97919,0,7,10,1,1,Không ngon!
139033,8,0,8,5,9,Không gian đẹp!
108449,5,0,4,6,7,Không hài lòng!
116195,2,6,8,2,6,Không ngon!
96482,3,5,3,10,4,Không hài lòng!
69330,10,8,9,5,7,Dịch vụ tuyệt vời!
133056,5,7,4,2,7,Giá quá đắt!
107884,7,1,9,2,6,Giá quá đắt!
145567,3,8,10,3,0,Không hài lòng!
65390,2,0,4,0,6,Không hài lòng!
31769,7,5,1,10,3,Không gian chật chội!
93772,9,2,10,9,0,Không gian đẹp!
51489,8,10,7,8,5,"Ngon, sẽ quay lại!"
101115,7,9,7,1,8,Rất hài lòng!
105237,5,0,3,5,5,Không ngon!
86855,5,8,9,2,8,Dịch vụ tuyệt vời!
144836,7,3,7,1,7,Không gian chật chội!
24292,7,2,2,6,8,Dịch vụ kém!
13410,3,6,4,1,2,Giá quá đắt!
146562,3,2,6,10,7,Không gian chật chội!
121458,7,7,3,9,5,Dịch vụ tuyệt vời!
43098,6,0,2,1,1,Không hài lòng!
93736,4,5,7,2,3,Không hài lòng!
114195,5,3,8,8,4,Giá quá đắt!
108291,8,7,6,1,4,Không ngon!
7682,8,6,6,9,7,Dịch vụ tuyệt vời!
7016,3,9,0,7,3,Không hài lòng!
77992,8,2,0,9,5,Không hài lòng!
120499,5,9,10,9,5,"Ngon, sẽ quay lại!"
42165,8,8,2,3,2,Dịch vụ kém!
98290,7,4,2,7,5,Không gian chật chội!
125797,1,4,7,6,7,Không gian chật chội!
148340,6,8,5,9,3,Giá cả hợp lý!
101285,5,10,8,7,2,Giá cả hợp lý!
84270,8,8,10,1,8,Rất hài lòng!
74451,6,7,5,5,9,Giá cả hợp lý!
50900,6,10,4,1,10,Không gian đẹp!
34216,1,3,1,3,10,Dịch vụ kém!
69180,1,9,3,8,10,"Ngon, sẽ quay lại!"
25795,5,3,4,0,0,Không gian chật chội!
11766,1,5,5,5,10,Không hài lòng!
130020,0,7,3,6,7,Không hài lòng!
81036,9,0,10,1,4,Không hài lòng!
41161,6,2,9,7,5,Không hài lòng!
143310,2,3,0,8,5,Không gian chật chội!
48233,0,3,2,1,8,Không ngon!
85220,6,2,1,6,7,Không gian chật chội!
8808,2,3,4,6,9,Không ngon!
17233,9,4,5,8,3,Không ngon!
30725,7,1,0,3,7,Giá quá đắt!
148540,8,10,9,0,0,Không hài lòng!
14715,7,8,4,0,8,Không ngon!
135239,10,6,8,6,10,Không gian đẹp!
98045,1,8,2,3,4,Không ngon!
17183,6,5,0,4,8,Không gian chật chội!
34653,1,4,5,10,1,Không ngon!
83586,3,10,6,2,1,Không ngon!
147574,6,3,9,8,7,Không gian đẹp!
100676,0,3,2,8,10,Dịch vụ kém!
28133,8,7,3,3,8,Giá quá đắt!
107694,2,6,3,6,9,Không ngon!
84129,3,6,3,0,8,Không ngon!
20262,0,1,0,2,1,Không gian chật chội!
82405,0,8,1,0,4,Dịch vụ kém!
84371,8,6,5,0,8,Không hài lòng!
136722,7,5,8,4,7,Rất hài lòng!
105451,8,3,4,1,9,Không ngon!
86089,10,5,8,5,3,Giá cả hợp lý!
70691,10,10,2,1,3,Không gian chật chội!
90849,1,5,4,2,5,Giá quá đắt!
6169,10,10,7,1,2,Không gian đẹp!
7787,7,8,10,5,5,Giá cả hợp lý!
46151,9,4,10,5,7,Rất hài lòng!
140451,2,8,5,0,4,Không hài lòng!
35417,7,8,9,0,3,Không gian chật chội!
66562,6,1,5,5,0,Không hài lòng!
38903,0,8,2,10,4,Dịch vụ kém!
53396,10,6,5,4,5,Không gian đẹp!
128030,0,3,5,2,5,Giá quá đắt!
40145,3,4,2,2,5,Không ngon!
122560,1,2,0,9,4,Không hài lòng!
120348,6,8,10,5,9,Không gian đẹp!
118960,10,7,6,10,9,Giá cả hợp lý!
126942,1,3,3,10,7,Không hài lòng!
114972,7,4,5,4,9,Không gian chật chội!
60009,1,7,9,4,5,Không gian chật chội!
36593,9,5,6,9,3,Giá cả hợp lý!
66731,9,9,5,2,6,Rất hài lòng!
134488,0,3,10,6,6,Không ngon!
123653,6,10,7,9,8,Dịch vụ tuyệt vời!
79151,10,9,8,0,8,"Ngon, sẽ quay lại!"
53493,5,0,0,4,7,Dịch vụ kém!
75608,2,0,3,7,8,Dịch vụ kém!
33237,6,5,7,6,3,Không hài lòng!
6250,2,9,5,8,9,Rất hài lòng!
109825,8,3,8,2,9,Rất hài lòng!
124636,6,8,9,1,8,"Ngon, sẽ quay lại!"
110616,1,1,5,2,1,Dịch vụ kém!
131368,8,0,7,7,0,Không ngon!
58228,6,2,3,5,0,Giá quá đắt!
149819,10,0,0,6,9,Không hài lòng!
98464,2,7,1,5,2,Dịch vụ kém!
142718,2,8,7,10,8,Không gian đẹp!
134680,7,10,2,6,2,Không hài lòng!
104685,2,7,7,4,1,Không ngon!
145468,10,1,6,3,1,Dịch vụ kém!
19259,4,1,10,5,3,Không hài lòng!
74710,8,4,2,6,1,Giá quá đắt!
15503,8,1,1,9,7,Không gian chật chội!
11731,0,10,6,2,1,Không hài lòng!
139183,1,8,4,4,8,Dịch vụ kém!
110529,7,10,4,1,2,Không hài lòng!
103921,2,4,10,5,2,Dịch vụ kém!
40834,0,10,7,1,3,Giá quá đắt!
60701,5,2,4,8,1,Dịch vụ kém!
4729,1,6,0,3,9,Không gian chật chội!
1798,0,3,5,3,10,Giá quá đắt!
143909,2,0,0,2,3,Không gian chật chội!
39102,2,5,5,6,8,Dịch vụ kém!
20468,6,1,4,2,5,Không ngon!
103092,7,3,8,3,4,Không hài lòng!
126064,7,3,6,10,10,Dịch vụ tuyệt vời!
113672,7,4,5,9,8,Dịch vụ tuyệt vời!
144636,2,10,1,2,8,Giá quá đắt!
127370,7,2,2,3,1,Dịch vụ kém!
75856,3,7,0,5,9,Giá quá đắt!
38869,6,3,8,6,10,Giá cả hợp lý!
110808,10,2,3,3,6,Không gian chật chội!
115746,9,4,6,8,2,Không ngon!
1194,10,8,7,9,6,"Ngon, sẽ quay lại!"
6563,4,9,0,2,5,Không ngon!
27498,1,2,6,10,7,Không gian chật chội!
129451,9,8,7,0,6,Giá cả hợp lý!
88277,7,6,7,6,0,Không ngon!
134069,7,5,1,3,2,Không ngon!
7374,10,0,6,6,7,Không ngon!
78012,0,2,2,7,4,Không gian chật chội!
133144,0,6,0,7,6,Không ngon!
102498,6,7,2,5,3,Dịch vụ kém!
189,8,5,10,7,8,Không gian đẹp!
148303,3,10,6,0,8,Không hài lòng!
128343,5,9,5,4,4,Không ngon!
69821,2,3,5,1,2,Không ngon!
78030,3,7,9,2,4,Không hài lòng!
87754,10,9,8,0,2,Giá quá đắt!
84571,8,10,9,3,1,Rất hài lòng!
54666,7,3,7,8,7,Dịch vụ tuyệt vời!
61975,5,2,4,3,9,Không gian chật chội!
88083,8,8,7,1,9,Giá cả hợp lý!
145006,5,9,10,0,0,Giá quá đắt!
4518,10,6,0,6,10,Không gian đẹp!
88200,10,5,3,1,1,Không ngon!
68537,7,2,5,0,3,Không ngon!
48552,10,0,7,3,0,Không hài lòng!
100240,8,5,1,7,7,Dịch vụ kém!
138109,10,2,2,2,4,Không ngon!
62093,5,4,6,2,3,Không hài lòng!
117569,2,4,4,3,7,Dịch vụ kém!
126066,8,6,3,8,6,Không gian đẹp!
96590,9,7,2,2,3,Không gian chật chội!
34591,5,5,6,1,0,Không ngon!
73636,6,0,1,9,7,Không hài lòng!
128340,4,0,6,5,0,Không ngon!
90683,0,8,5,0,4,Không ngon!
17996,8,1,1,7,9,Không hài lòng!
58744,2,5,6,4,1,Giá quá đắt!
118879,6,6,4,8,4,Không ngon!
122822,1,3,2,10,9,Không ngon!
499,7,5,1,2,0,Không ngon!
31105,8,7,0,9,0,Không gian chật chội!
140434,7,3,2,8,7,Giá quá đắt!
113372,10,8,4,6,10,Giá cả hợp lý!
60123,6,2,0,1,0,Không ngon!
115111,2,9,3,9,10,Giá cả hợp lý!
95308,3,10,6,9,9,"Ngon, sẽ quay lại!"
82419,1,4,8,8,1,Không ngon!
32850,1,2,8,6,3,Giá quá đắt!
144152,8,9,10,2,9,Dịch vụ tuyệt vời!
108295,7,1,5,7,5,Dịch vụ kém!
134655,6,1,1,10,8,Giá quá đắt!
130435,5,9,4,9,0,Không ngon!
133426,4,10,0,0,8,Dịch vụ kém!
81776,3,6,2,0,7,Không hài lòng!
140019,9,1,4,2,8,Dịch vụ kém!
91239,1,0,0,2,4,Không gian chật chội!
12081,2,0,5,7,5,Không hài lòng!
109805,2,7,3,10,8,"Ngon, sẽ quay lại!"
136882,9,1,4,9,0,Dịch vụ kém!
104004,9,4,4,9,0,Dịch vụ kém!
24703,5,8,9,3,5,Dịch vụ tuyệt vời!
142060,9,7,7,9,3,Rất hài lòng!
129493,5,5,0,7,9,Dịch vụ kém!
103424,7,4,3,7,0,Không hài lòng!
80416,6,5,4,0,10,Giá quá đắt!
15028,9,9,7,4,6,Không gian đẹp!
7549,8,3,2,4,8,Không hài lòng!
107897,9,7,5,1,6,Không gian chật chội!
135614,7,5,5,4,8,Giá quá đắt!
142371,7,3,0,6,3,Không ngon!
96474,10,5,3,1,6,Dịch vụ kém!
85107,7,10,1,1,2,Không hài lòng!
56337,3,0,8,1,4,Giá quá đắt!
147065,3,4,7,9,1,Không gian chật chội!
63316,9,9,8,0,7,Dịch vụ tuyệt vời!
16595,6,3,9,4,6,Không ngon!
94202,6,4,2,9,5,Giá quá đắt!
32458,3,3,2,10,5,Dịch vụ kém!
119079,7,10,3,8,4,Giá cả hợp lý!
35423,6,5,8,7,0,Không hài lòng!
94587,10,8,0,1,5,Dịch vụ kém!
85572,3,9,2,8,3,Không hài lòng!
105422,4,1,7,7,1,Không hài lòng!
61226,0,6,7,5,1,Dịch vụ kém!
2251,9,9,5,2,0,Không gian chật chội!
42143,7,9,3,4,8,Giá cả hợp lý!
72622,7,6,8,8,7,Không gian đẹp!
83017,9,2,0,1,9,Không gian chật chội!
105359,6,1,2,7,6,Không gian chật chội!
76506,8,6,10,5,10,Dịch vụ tuyệt vời!
67010,6,5,7,8,9,Dịch vụ tuyệt vời!
73509,10,2,4,9,2,Không gian chật chội!
1489,3,5,10,4,2,Giá quá đắt!
129183,2,6,10,7,7,"Ngon, sẽ quay lại!"
101352,8,3,9,1,9,Rất hài lòng!
116946,7,10,4,5,1,Giá quá đắt!
51317,10,3,6,5,10,Không gian đẹp!
116630,2,7,0,7,10,Không hài lòng!
36851,4,5,7,8,1,Không hài lòng!
140569,9,10,10,3,10,"Ngon, sẽ quay lại!"
142420,7,3,2,4,1,Không gian chật chội!
46406,5,4,3,7,6,Dịch vụ kém!
50829,5,10,1,10,7,"Ngon, sẽ quay lại!"
54404,6,9,2,8,7,"Ngon, sẽ quay lại!"
83422,9,1,2,7,0,Không gian chật chội!
67404,9,0,10,2,6,Không ngon!
7350,3,8,2,7,1,Giá quá đắt!
62198,9,5,8,8,0,Rất hài lòng!
1407,2,0,0,8,4,Không hài lòng!
8504,8,0,10,8,3,Dịch vụ kém!
117547,5,4,0,7,2,Dịch vụ kém!
64097,8,0,6,10,5,Không ngon!
31880,0,4,8,1,10,Không hài lòng!
48361,8,2,4,9,3,Dịch vụ kém!
123288,7,2,1,4,6,Không ngon!
1475,3,7,1,8,5,Không hài lòng!
36067,2,0,4,0,7,Dịch vụ kém!
97594,8,0,7,0,3,Không gian chật chội!
6057,5,1,6,0,8,Dịch vụ kém!
67230,8,2,5,8,3,Giá quá đắt!
42665,2,7,7,6,7,Không ngon!
114110,7,3,10,1,8,Không ngon!
117518,5,2,10,3,8,Không gian chật chội!
105845,3,9,4,1,1,Không gian chật chội!
65495,5,3,5,10,1,Không gian chật chội!
75859,3,7,1,0,6,Không hài lòng!
87897,7,1,6,4,8,Dịch vụ kém!
64336,0,6,9,9,0,Không gian chật chội!
30364,8,1,2,8,0,Dịch vụ kém!
119997,7,2,8,4,4,Không ngon!
91155,1,4,0,8,0,Giá quá đắt!
131631,3,0,1,6,4,Dịch vụ kém!
27877,8,2,8,10,5,Giá cả hợp lý!
52773,10,5,1,4,6,Không gian chật chội!
9300,6,3,4,3,2,Không gian chật chội!
26828,2,6,6,10,10,Giá cả hợp lý!
13034,6,8,1,6,4,Không ngon!
97029,2,1,5,8,3,Dịch vụ kém!
117097,4,7,0,10,7,Không ngon!
53825,10,3,10,9,3,Rất hài lòng!
15247,4,0,5,9,7,Không gian chật chội!
45907,1,1,5,7,6,Giá quá đắt!
115182,0,10,4,7,8,Không gian chật chội!
119615,2,1,4,3,9,Không ngon!
1460,8,6,8,5,8,Giá cả hợp lý!
143679,2,8,9,0,8,Giá quá đắt!
122287,6,4,5,7,10,"Ngon, sẽ quay lại!"
93333,4,6,5,2,1,Dịch vụ kém!
35332,8,1,6,8,2,Không ngon!
84863,5,6,10,6,2,Không gian chật chội!
126654,1,4,6,4,7,Không ngon!
51245,8,7,6,10,6,"Ngon, sẽ quay lại!"
7364,9,9,3,9,4,Không gian đẹp!
5250,10,0,5,2,3,Dịch vụ kém!
104396,4,9,0,10,7,"Ngon, sẽ quay lại!"
20103,7,5,6,6,9,Dịch vụ tuyệt vời!
144121,10,3,6,0,9,Giá quá đắt!
118642,0,0,4,5,5,Không gian chật chội!
48263,5,7,6,5,4,Không gian chật chội!
60954,2,0,8,5,5,Không ngon!
105528,1,4,10,8,6,Không gian chật chội!
62739,10,6,0,10,2,Không gian chật chội!
75532,0,8,2,8,0,Không gian chật chội!
58164,4,10,2,3,10,Không gian chật chội!
2948,10,0,0,10,7,Không ngon!
78014,1,1,3,9,5,Dịch vụ kém!
129178,8,9,8,8,3,Không gian đẹp!
92448,9,10,8,10,2,"Ngon, sẽ quay lại!"
35496,7,8,10,1,8,Không gian đẹp!
46902,4,5,5,5,5,Không gian chật chội!
17209,3,5,2,7,9,Không gian chật chội!
32058,2,9,8,7,2,Không ngon!
71645,4,4,3,1,5,Giá quá đắt!
33384,0,4,4,0,8,Giá quá đắt!
46398,2,5,6,1,7,Không hài lòng!
134434,0,10,2,9,8,Giá quá đắt!
101885,2,9,6,4,4,Không ngon!
66220,8,5,10,1,6,Giá cả hợp lý!
38242,1,0,2,1,2,Giá quá đắt!
91540,9,4,2,6,2,Không gian chật chội!
4896,8,5,8,6,8,Dịch vụ tuyệt vời!
142878,4,1,7,2,4,Không gian chật chội!
19102,1,8,9,6,9,Giá cả hợp lý!
68182,1,4,6,8,10,Không hài lòng!
129130,6,10,0,0,9,Không ngon!
26501,2,8,3,8,3,Không ngon!
50234,1,4,4,4,3,Dịch vụ kém!
87495,4,3,7,3,3,Không gian chật chội!
140613,0,4,2,2,0,Dịch vụ kém!
91296,2,6,4,7,7,Không ngon!
62859,7,2,10,3,3,Không gian chật chội!
149394,5,2,2,6,3,Dịch vụ kém!
115624,2,10,7,10,10,"Ngon, sẽ quay lại!"
64572,2,1,4,1,5,Không hài lòng!
149990,8,8,10,8,3,Giá cả hợp lý!
17089,3,4,7,7,7,Dịch vụ kém!
67740,1,0,7,5,6,Không ngon!
59881,7,6,8,8,9,Rất hài lòng!
149795,5,9,6,0,0,Không gian chật chội!
75732,10,2,2,7,6,Giá quá đắt!
45290,4,10,1,5,7,Giá quá đắt!
47128,1,7,9,0,8,Không hài lòng!
12403,1,5,5,7,6,Dịch vụ kém!
142391,2,3,6,6,6,Không hài lòng!
4194,3,7,5,4,8,Không gian chật chội!
55794,4,3,3,0,2,Dịch vụ kém!
26318,7,2,7,10,6,"Ngon, sẽ quay lại!"
112298,5,3,5,5,6,Không gian chật chội!
72397,1,0,9,10,6,Không hài lòng!
7034,7,10,9,4,3,Dịch vụ tuyệt vời!
64462,4,10,3,3,6,Không hài lòng!
45524,7,9,7,9,9,"Ngon, sẽ quay lại!"
120084,5,9,2,7,1,Không gian chật chội!
118786,6,9,3,7,7,Không gian đẹp!
77001,9,0,10,2,0,Không gian chật chội!
107432,10,4,9,3,0,Không hài lòng!
142705,7,10,2,3,1,Không gian chật chội!
14484,6,2,3,10,4,Không gian chật chội!
94384,10,7,10,3,1,Giá cả hợp lý!
44140,3,7,10,3,10,Rất hài lòng!
109612,2,10,7,6,8,"Ngon, sẽ quay lại!"
35451,1,4,9,3,10,Không ngon!
19827,7,1,5,2,3,Không gian chật chội!
124850,1,2,8,7,2,Giá quá đắt!
83513,5,2,8,5,10,Giá cả hợp lý!
63309,1,10,10,10,8,Không gian đẹp!
132322,7,0,7,8,4,Không hài lòng!
55228,2,3,10,5,7,Dịch vụ kém!
90226,7,5,1,8,9,"Ngon, sẽ quay lại!"
137362,5,2,3,5,10,Không gian chật chội!
88854,6,8,9,0,4,Không gian chật chội!
87987,0,9,1,5,0,Giá quá đắt!
117793,0,9,0,6,5,Dịch vụ kém!
28433,0,3,1,2,3,Giá quá đắt!
77669,10,6,8,6,8,Giá cả hợp lý!
18693,7,6,10,3,8,"Ngon, sẽ quay lại!"
135857,8,2,9,5,2,Dịch vụ kém!
143326,9,8,9,7,5,Không gian đẹp!
36886,10,10,0,3,5,Giá quá đắt!
148907,9,10,8,7,5,Giá cả hợp lý!
112220,4,4,2,7,8,Không hài lòng!
114529,4,8,3,7,0,Giá quá đắt!
122364,5,8,7,9,6,"Ngon, sẽ quay lại!"
371,2,7,8,4,4,Không gian chật chội!
129666,10,8,4,3,6,Không gian đẹp!
11441,1,3,4,6,6,Giá quá đắt!
147259,2,5,8,4,2,Dịch vụ kém!
100395,1,4,8,7,10,Không gian đẹp!
10170,1,7,1,3,4,Giá quá đắt!
27605,5,2,5,10,8,Dịch vụ tuyệt vời!
33206,7,0,8,0,0,Không gian chật chội!
41190,0,4,5,5,5,Dịch vụ kém!
22890,6,10,3,1,9,Không hài lòng!
109588,8,10,4,2,7,Rất hài lòng!
12569,9,6,6,8,3,"Ngon, sẽ quay lại!"
69,1,5,7,1,3,Không hài lòng!
103761,9,5,7,1,5,Không gian chật chội!
27568,10,8,3,1,5,Không hài lòng!
74437,9,1,7,1,2,Giá quá đắt!
22260,8,4,6,7,0,Không gian chật chội!
8126,1,2,4,10,9,Không gian chật chội!
114404,1,3,3,5,1,Dịch vụ kém!
132483,4,2,2,6,9,Không gian chật chội!
77246,3,1,10,2,0,Không gian chật chội!
7589,4,10,8,2,2,Dịch vụ kém!
19846,3,10,0,8,1,Không hài lòng!
139132,2,6,0,4,6,Dịch vụ kém!
70376,3,4,10,7,3,Không hài lòng!
26554,9,0,1,1,8,Giá quá đắt!
93703,4,4,8,3,2,Không hài lòng!
148586,10,6,8,9,1,Dịch vụ tuyệt vời!
71680,7,2,6,8,5,Không ngon!
92228,1,2,6,8,9,Giá quá đắt!
141512,6,8,0,1,1,Không ngon!
128107,10,5,7,2,10,Không gian đẹp!
118878,5,6,0,7,0,Giá quá đắt!
125845,5,2,1,6,8,Giá quá đắt!
111887,9,3,9,2,5,Dịch vụ kém!
69808,3,1,7,8,9,Không ngon!
