MaKhachHang,ThoiDiemTruyCap,ThoiGianTruyCap
1373,2023-04-17 04:35:00,1687
66069,2023-02-08 22:37:00,1574
89022,2023-12-25 14:04:00,2155
78731,2023-12-04 15:57:00,964
27290,2023-10-15 17:50:00,2851
45272,2023-07-16 16:42:00,2960
71201,2023-07-03 15:57:00,473
95522,2023-05-16 19:18:00,1589
30321,2023-06-03 04:19:00,270
84128,2023-01-26 16:38:00,254
52564,2023-11-09 12:38:00,1838
69397,2023-08-21 08:56:00,3485
226,2023-07-29 07:34:00,2117
72500,2023-04-30 15:11:00,1189
67859,2023-09-09 08:24:00,3272
22217,2023-10-20 18:49:00,3021
83299,2023-06-25 18:37:00,2169
2793,2023-12-29 16:17:00,1865
26549,2023-02-28 15:26:00,1627
41161,2023-05-24 16:35:00,2736
76193,2023-11-16 04:24:00,1220
42831,2023-02-09 10:21:00,1929
32987,2023-11-24 01:11:00,3190
27749,2023-10-03 22:15:00,927
10406,2023-11-11 20:58:00,2795
96106,2023-03-24 14:45:00,1103
71373,2023-07-16 10:47:00,193
27044,2023-07-28 11:45:00,2465
53089,2023-09-08 03:36:00,912
32323,2023-12-04 17:07:00,1933
69616,2023-08-18 23:08:00,1883
14479,2023-05-22 05:17:00,1796
96172,2023-11-05 13:35:00,2781
30839,2023-02-26 02:55:00,3316
58385,2023-08-16 13:39:00,2431
53526,2023-09-03 06:43:00,1363
74517,2023-07-03 12:29:00,837
22158,2023-01-17 02:36:00,932
61942,2023-09-22 04:45:00,786
37904,2023-05-06 02:05:00,3349
24874,2023-11-10 19:18:00,3028
7818,2023-07-15 21:12:00,773
5983,2023-07-05 06:34:00,3481
59820,2023-05-15 22:29:00,1891
42020,2023-05-12 23:34:00,744
95005,2023-03-10 04:48:00,3582
38550,2023-06-17 23:21:00,2899
23350,2023-06-27 10:05:00,922
25468,2023-01-30 06:33:00,3211
83664,2023-02-23 17:11:00,3471
89462,2023-04-22 16:52:00,3010
23634,2023-09-17 08:08:00,2916
53968,2023-07-29 11:12:00,2951
28187,2023-01-04 10:55:00,3361
28336,2023-06-26 22:57:00,3302
11246,2023-10-30 15:34:00,2866
107,2023-06-01 02:46:00,2545
15457,2023-09-23 11:56:00,2498
24544,2023-04-25 23:17:00,1048
14766,2023-01-21 01:54:00,908
66777,2023-01-04 10:50:00,2890
12886,2023-08-20 15:42:00,1209
62332,2023-11-26 00:52:00,736
8745,2023-07-08 03:26:00,2692
18682,2023-06-11 21:02:00,2444
9293,2023-11-21 11:11:00,2889
43403,2023-03-22 22:57:00,1543
85221,2023-09-19 17:53:00,3401
25698,2023-10-10 15:27:00,1956
84214,2023-01-16 06:35:00,773
26437,2023-11-09 09:57:00,3053
66355,2023-04-30 11:00:00,1605
9269,2023-04-24 09:35:00,678
133,2023-09-05 12:02:00,2852
57659,2023-05-28 02:07:00,528
45752,2023-02-05 13:55:00,1757
60706,2023-01-16 21:31:00,1505
28487,2023-12-16 11:36:00,2603
9460,2023-05-09 12:01:00,1984
80739,2023-03-30 12:31:00,1271
20232,2023-09-15 18:32:00,1859
45524,2023-07-18 09:45:00,3097
60549,2023-02-18 09:33:00,3292
2630,2023-04-18 03:33:00,1862
42182,2023-04-05 19:48:00,201
53051,2023-11-30 00:09:00,3035
71711,2023-04-09 11:15:00,26
61292,2023-07-28 20:45:00,3071
48933,2023-05-19 17:48:00,92
75794,2023-02-10 05:30:00,3509
24906,2023-03-13 13:23:00,3008
92433,2023-07-17 20:28:00,1707
62563,2023-12-04 11:39:00,2811
50013,2023-11-27 07:28:00,1460
4607,2023-03-16 19:59:00,723
46086,2023-12-15 21:52:00,2603
60313,2023-09-26 00:25:00,1313
25410,2023-09-24 23:31:00,2905
94947,2023-05-04 21:26:00,644
71001,2023-03-04 23:52:00,805
25261,2023-04-23 23:42:00,1108
72185,2023-03-13 16:45:00,283
65793,2023-08-03 08:04:00,2678
86424,2023-01-20 18:20:00,575
27440,2023-07-28 11:15:00,119
2798,2023-09-03 19:02:00,3376
43620,2023-03-29 13:35:00,3250
1495,2023-07-31 03:48:00,1293
18495,2023-08-19 20:06:00,2824
6673,2023-01-18 10:42:00,1274
78973,2023-10-08 14:49:00,2171
67781,2023-05-26 06:04:00,2659
23135,2023-04-26 07:57:00,2214
42496,2023-01-28 07:37:00,770
71793,2023-10-24 10:09:00,1931
2998,2023-05-16 05:02:00,1526
65704,2023-07-10 21:07:00,1761
93304,2023-09-11 19:13:00,3430
51086,2023-12-28 11:49:00,2669
64331,2023-08-27 21:30:00,1860
18923,2023-02-02 06:13:00,779
45539,2023-02-20 05:41:00,3327
53924,2023-11-30 14:20:00,2421
39464,2023-10-29 02:03:00,1765
45145,2023-10-05 06:57:00,1916
76724,2023-08-18 06:55:00,3177
64202,2023-05-04 03:38:00,3287
2507,2023-01-09 18:13:00,1354
78601,2023-05-16 02:22:00,3246
42679,2023-01-22 03:41:00,2629
77189,2023-10-14 04:34:00,2465
90188,2023-12-02 19:20:00,3289
99712,2023-03-23 00:18:00,3370
96819,2023-01-25 23:02:00,1695
38684,2023-06-07 18:58:00,2430
88240,2023-06-08 12:45:00,16
48300,2023-09-25 19:48:00,1404
28998,2023-09-02 06:06:00,2619
1583,2023-10-11 07:46:00,246
51553,2023-05-26 13:45:00,681
85644,2023-10-13 22:07:00,2876
47003,2023-01-26 08:03:00,412
18930,2023-12-25 04:51:00,2473
44501,2023-09-22 08:58:00,2075
55697,2023-08-11 23:49:00,3505
54208,2023-04-16 15:06:00,3247
14542,2023-09-14 09:05:00,3595
60845,2023-03-27 10:56:00,259
42998,2023-08-26 03:01:00,1296
50765,2023-05-29 10:14:00,1576
51878,2023-12-22 11:26:00,2581
69828,2023-01-14 14:23:00,2564
24674,2023-08-08 18:50:00,2178
80205,2023-01-04 20:57:00,66
70428,2023-02-19 23:45:00,1423
21899,2023-06-19 03:31:00,232
72422,2023-06-09 08:27:00,2127
90392,2023-02-28 19:12:00,1470
16750,2023-02-18 21:20:00,2350
91475,2023-06-25 11:32:00,3362
53182,2023-11-02 17:38:00,790
13187,2023-05-08 18:50:00,2810
59511,2023-06-01 18:14:00,2216
44729,2023-10-04 23:05:00,90
74112,2023-02-10 08:42:00,2549
69938,2023-06-04 15:26:00,3055
65811,2023-11-17 01:27:00,2556
43753,2023-05-21 15:04:00,37
85266,2023-06-06 05:25:00,440
42961,2023-10-21 22:47:00,335
68553,2023-12-13 16:35:00,1599
93239,2023-06-06 17:21:00,2943
28967,2023-11-29 22:09:00,1365
42660,2023-10-12 07:29:00,226
87671,2023-07-24 03:07:00,3293
46429,2023-02-09 11:59:00,483
80400,2023-07-01 01:50:00,604
1909,2023-07-07 17:11:00,2095
92882,2023-02-17 11:19:00,1930
50475,2023-07-16 09:12:00,1305
14659,2023-04-30 09:03:00,1924
24410,2023-08-30 20:49:00,237
81519,2023-01-28 07:44:00,2415
72310,2023-08-16 07:37:00,838
75655,2023-03-11 07:34:00,2898
92987,2023-08-29 07:32:00,381
53037,2023-05-07 11:22:00,2093
62732,2023-02-05 08:44:00,2205
89950,2023-03-11 13:16:00,1149
1107,2023-06-12 10:35:00,927
95387,2023-12-15 02:47:00,2023
47429,2023-08-19 19:37:00,676
19606,2023-09-19 03:52:00,3478
83666,2023-02-06 02:14:00,2391
73725,2023-06-05 23:44:00,2938
72077,2023-12-08 10:09:00,1628
67672,2023-04-06 06:58:00,1904
80342,2023-01-27 12:45:00,1259
98150,2023-01-18 00:21:00,767
92387,2023-07-15 02:06:00,2517
50410,2023-08-03 08:31:00,590
54246,2023-07-03 13:41:00,2202
11407,2023-06-02 12:04:00,2723
98724,2023-08-28 03:37:00,1187
832,2023-11-19 19:02:00,2012
20434,2023-10-11 00:59:00,1040
34003,2023-08-17 03:50:00,1719
68504,2023-07-31 06:09:00,3120
12179,2023-01-28 18:42:00,3599
72917,2023-04-12 19:01:00,2491
36245,2023-12-10 22:36:00,1352
44475,2023-04-27 07:47:00,1041
28766,2023-07-25 15:21:00,1132
7708,2023-12-24 13:40:00,2886
7775,2023-07-08 18:59:00,606
91774,2023-10-25 20:46:00,3030
49072,2023-07-29 20:48:00,3056
9098,2023-05-08 08:35:00,659
55748,2023-05-02 16:31:00,2194
89367,2023-05-22 16:09:00,1357
90850,2023-02-12 05:48:00,200
15667,2023-02-01 12:05:00,3471
70035,2023-04-02 17:52:00,1256
90142,2023-05-19 18:22:00,2318
80377,2023-03-12 08:34:00,387
31889,2023-06-01 22:24:00,1774
98681,2023-06-25 07:44:00,809
99186,2023-06-12 11:46:00,1178
2550,2023-11-16 10:04:00,979
51543,2023-04-11 11:25:00,89
46689,2023-01-04 19:04:00,2637
15261,2023-06-06 06:00:00,2744
99281,2023-09-26 23:57:00,1051
62377,2023-07-27 05:58:00,3000
69968,2023-06-11 13:07:00,34
10623,2023-01-25 04:09:00,831
33595,2023-06-26 22:59:00,2977
38331,2023-12-14 10:01:00,1252
3694,2023-03-17 06:09:00,1336
66081,2023-01-16 06:21:00,599
58781,2023-06-14 19:53:00,612
85793,2023-06-19 04:10:00,1839
3931,2023-06-27 04:25:00,3552
40962,2023-09-13 08:07:00,48
88710,2023-02-06 01:12:00,1144
50896,2023-10-21 04:54:00,3295
23142,2023-03-15 06:39:00,783
1820,2023-03-26 05:32:00,771
19761,2023-07-17 00:46:00,3460
23436,2023-05-10 16:37:00,239
5504,2023-01-09 02:44:00,1931
89022,2023-08-23 01:27:00,1775
73416,2023-07-16 23:43:00,1318
37542,2023-06-27 05:30:00,2843
12627,2023-07-11 04:43:00,2441
52179,2023-01-17 13:13:00,3248
1974,2023-09-13 01:31:00,443
45449,2023-08-06 03:01:00,2195
45278,2023-12-09 16:44:00,2959
87008,2023-05-08 16:51:00,3108
83667,2023-10-30 15:17:00,1370
1582,2023-09-24 11:03:00,899
5351,2023-05-17 18:29:00,1062
16439,2023-12-17 12:09:00,842
58203,2023-07-15 23:36:00,3582
33559,2023-08-23 05:16:00,2404
9291,2023-10-12 23:50:00,3162
35821,2023-08-31 07:48:00,2811
52018,2023-04-14 07:40:00,3287
68191,2023-10-12 12:54:00,1074
32449,2023-12-08 01:11:00,2329
57426,2023-03-03 05:10:00,1179
99446,2023-10-24 15:11:00,1342
6406,2023-12-12 06:37:00,1579
28136,2023-08-26 23:09:00,2172
97841,2023-11-15 00:36:00,3483
44,2023-01-30 09:06:00,2837
78011,2023-04-23 08:18:00,471
34467,2023-05-26 12:47:00,299
23707,2023-11-29 18:29:00,672
14126,2023-08-18 10:14:00,608
45871,2023-08-02 04:08:00,192
6611,2023-11-12 15:21:00,1645
6920,2023-10-23 06:51:00,1475
28407,2023-04-29 05:17:00,326
87183,2023-07-08 23:25:00,2141
59777,2023-08-05 22:50:00,1240
68924,2023-03-07 18:12:00,495
76619,2023-02-20 09:51:00,1316
13552,2023-05-16 10:13:00,1705
72607,2023-06-28 11:58:00,2211
75087,2023-02-17 12:09:00,1359
25048,2023-11-07 17:46:00,819
14603,2023-04-04 16:38:00,84
71307,2023-12-04 23:29:00,951
6247,2023-01-09 11:36:00,3238
12322,2023-05-15 10:19:00,3418
78070,2023-01-27 01:26:00,3139
81678,2023-03-29 10:18:00,984
72420,2023-04-08 15:16:00,676
57357,2023-07-17 13:19:00,361
30978,2023-04-07 14:33:00,771
25110,2023-10-09 20:22:00,3086
37028,2023-09-08 07:59:00,93
90378,2023-04-03 01:45:00,3025
59186,2023-02-05 01:42:00,1474
21283,2023-06-11 06:54:00,2757
31560,2023-11-29 00:03:00,1728
94985,2023-08-03 11:37:00,1541
90465,2023-01-02 19:44:00,842
40271,2023-10-04 16:52:00,1801
49631,2023-04-06 09:59:00,66
88726,2023-08-12 17:48:00,527
53768,2023-12-01 08:59:00,210
84170,2023-05-20 18:32:00,2691
28022,2023-01-17 23:05:00,832
59633,2023-09-01 09:46:00,1640
45369,2023-12-04 09:35:00,2568
41643,2023-03-12 16:14:00,3461
94715,2023-12-08 19:40:00,2307
30757,2023-06-21 14:02:00,752
23909,2023-07-28 03:55:00,329
91618,2023-06-07 14:57:00,2354
57173,2023-06-01 16:03:00,1685
60580,2023-10-14 03:53:00,3400
49185,2023-08-12 18:47:00,3169
9818,2023-06-01 08:18:00,1034
76258,2023-04-05 13:23:00,253
7813,2023-01-27 09:39:00,570
40453,2023-01-13 09:19:00,2167
77137,2023-10-22 20:23:00,724
32510,2023-07-21 21:56:00,495
28334,2023-09-11 11:32:00,502
20776,2023-05-19 20:56:00,1597
78842,2023-06-28 02:12:00,806
56939,2023-04-10 04:03:00,753
57661,2023-09-19 08:29:00,775
53660,2023-06-14 21:51:00,925
67008,2023-10-27 04:08:00,1588
96082,2023-02-02 21:28:00,1008
89167,2023-12-30 13:13:00,1917
79002,2023-10-26 22:23:00,2096
16826,2023-12-26 16:41:00,1626
81526,2023-12-13 02:58:00,1941
35845,2023-01-19 04:20:00,3438
17129,2023-03-11 07:03:00,922
71416,2023-08-16 06:06:00,3095
24603,2023-11-27 18:25:00,2922
94119,2023-07-16 02:09:00,3516
79913,2023-09-16 07:54:00,2403
4557,2023-01-13 08:33:00,1420
27329,2023-02-18 18:51:00,1130
71179,2023-03-04 05:01:00,1322
72587,2023-01-31 14:23:00,1708
15831,2023-06-23 23:14:00,1429
8503,2023-12-09 21:38:00,1229
35754,2023-09-24 19:36:00,2195
98981,2023-12-13 04:58:00,687
94512,2023-10-31 03:40:00,2268
60839,2023-10-07 09:04:00,2546
48296,2023-12-27 18:14:00,1881
5002,2023-01-02 14:02:00,3202
93243,2023-09-07 17:59:00,1194
54569,2023-06-04 19:44:00,2942
72980,2023-11-20 16:53:00,862
1908,2023-07-17 09:12:00,245
95129,2023-03-03 21:09:00,2620
67080,2023-08-23 15:40:00,371
67465,2023-09-03 04:39:00,638
34194,2023-01-11 20:41:00,3303
66389,2023-09-16 05:58:00,200
76461,2023-09-30 06:45:00,2577
12236,2023-01-03 07:43:00,2431
27512,2023-12-17 20:11:00,2912
7868,2023-05-08 07:53:00,319
20855,2023-05-29 01:30:00,541
57948,2023-08-05 16:51:00,1583
60835,2023-10-27 01:42:00,2669
76775,2023-03-25 14:58:00,3084
32546,2023-05-30 00:40:00,1513
99178,2023-12-17 13:30:00,242
43153,2023-08-21 04:26:00,3018
86594,2023-12-26 15:01:00,2387
25352,2023-09-09 04:12:00,3293
97189,2023-06-08 15:20:00,780
5289,2023-07-20 14:11:00,1514
22340,2023-07-31 04:51:00,2044
7221,2023-12-21 13:17:00,1666
83772,2023-05-13 07:51:00,7
53264,2023-04-16 11:18:00,1807
75224,2023-07-26 00:23:00,2835
65365,2023-08-01 19:48:00,3200
86369,2023-05-21 22:29:00,1753
18977,2023-09-30 10:52:00,1348
1852,2023-04-02 21:59:00,1064
19253,2023-05-03 11:08:00,1061
76820,2023-04-05 03:26:00,3470
6592,2023-08-10 18:38:00,1554
2904,2023-08-23 07:05:00,2623
77807,2023-07-29 05:09:00,1772
40177,2023-08-01 07:20:00,1046
34936,2023-02-17 06:49:00,2367
5194,2023-03-18 18:28:00,1328
35979,2023-05-05 22:11:00,199
1400,2023-02-01 23:26:00,2666
56364,2023-03-31 11:08:00,1374
12549,2023-02-15 16:04:00,1027
82112,2023-09-02 09:29:00,2052
88352,2023-03-11 02:21:00,1550
95523,2023-05-31 15:46:00,1329
39528,2023-08-24 00:06:00,3226
95487,2023-12-18 23:35:00,1306
19422,2023-06-14 05:26:00,1705
4036,2023-06-08 23:08:00,2277
10419,2023-04-08 15:43:00,1113
34147,2023-10-15 03:05:00,3140
13180,2023-06-15 12:25:00,766
34549,2023-11-25 05:26:00,778
44890,2023-03-23 09:54:00,1167
30697,2023-03-22 10:56:00,2212
66908,2023-07-20 09:56:00,1957
33280,2023-04-26 14:43:00,1960
49943,2023-07-30 20:22:00,1411
51961,2023-06-04 17:15:00,1238
36476,2023-07-22 02:17:00,3281
66282,2023-12-10 22:16:00,1735
11969,2023-01-08 17:36:00,2343
38024,2023-11-06 09:20:00,2329
88140,2023-10-30 23:21:00,2463
39501,2023-06-30 20:08:00,3347
31468,2023-05-08 09:00:00,715
39362,2023-05-25 06:45:00,1930
4939,2023-02-18 14:49:00,218
22515,2023-10-13 17:18:00,2180
60448,2023-06-21 14:57:00,2493
85447,2023-10-02 03:58:00,1324
39955,2023-10-30 08:19:00,3125
70984,2023-02-16 11:35:00,531
18372,2023-03-31 08:25:00,2915
891,2023-08-24 21:01:00,3359
80410,2023-12-18 13:40:00,3095
24715,2023-11-10 09:42:00,1167
56995,2023-04-06 14:21:00,26
66428,2023-10-08 14:54:00,687
15463,2023-01-20 02:59:00,1024
18800,2023-07-13 09:28:00,1639
97565,2023-01-14 06:15:00,1260
82753,2023-01-30 06:05:00,3502
51970,2023-07-15 08:03:00,540
96420,2023-11-19 12:50:00,940
95892,2023-03-23 04:17:00,2950
30874,2023-11-29 22:54:00,1063
5244,2023-12-24 09:14:00,3014
91072,2023-05-22 19:39:00,3157
18593,2023-05-08 06:48:00,2613
27547,2023-05-02 08:45:00,2209
33029,2023-07-24 09:45:00,25
19624,2023-06-15 03:45:00,1482
11123,2023-06-16 11:36:00,3349
72451,2023-01-01 15:55:00,284
42647,2023-06-29 13:22:00,3131
69308,2023-04-30 07:53:00,3268
77056,2023-10-17 13:59:00,2493
82203,2023-12-27 01:42:00,648
90440,2023-12-18 06:50:00,1033
42052,2023-10-11 12:23:00,1277
22274,2023-09-14 23:51:00,3221
82382,2023-02-04 08:29:00,2605
46041,2023-05-01 13:05:00,2692
25460,2023-03-06 10:07:00,799
49367,2023-07-27 02:39:00,3044
46803,2023-12-16 13:05:00,450
76134,2023-02-27 05:32:00,2348
13776,2023-08-19 04:13:00,1010
20872,2023-05-04 14:03:00,2111
83026,2023-07-04 05:17:00,1420
68343,2023-07-04 03:17:00,2229
35045,2023-05-07 21:54:00,2430
40256,2023-09-29 09:41:00,1126
38791,2023-07-24 03:24:00,734
80320,2023-06-16 03:24:00,2643
11469,2023-09-09 14:30:00,368
81109,2023-03-14 04:49:00,2520
4000,2023-08-24 14:53:00,1464
57243,2023-04-12 04:37:00,1597
39502,2023-06-05 21:30:00,573
89762,2023-06-16 10:18:00,1536
6575,2023-07-13 04:28:00,1881
58195,2023-08-18 22:35:00,1955
92540,2023-11-12 15:20:00,2694
33354,2023-06-09 16:13:00,1005
46059,2023-06-07 11:06:00,1436
93492,2023-03-17 01:54:00,3580
29577,2023-10-15 15:49:00,167
29529,2023-04-27 05:38:00,2502
12193,2023-08-31 02:46:00,2550
22602,2023-07-27 19:21:00,3532
70661,2023-10-15 14:55:00,1342
34131,2023-07-10 00:55:00,582
84391,2023-03-08 22:04:00,1037
54907,2023-07-24 15:16:00,850
42479,2023-05-29 08:46:00,1400
89875,2023-01-03 10:21:00,1066
55031,2023-01-14 14:45:00,102
60678,2023-08-11 00:09:00,1749
88870,2023-01-31 22:10:00,1086
31148,2023-06-17 20:14:00,2469
58013,2023-12-22 16:28:00,28
36418,2023-11-30 15:05:00,1074
51446,2023-07-14 04:44:00,176
50854,2023-05-24 23:43:00,2251
44298,2023-08-15 14:37:00,2261
98136,2023-10-06 08:55:00,1923
21035,2023-10-06 09:27:00,798
41598,2023-09-10 16:20:00,1645
76085,2023-11-05 13:15:00,610
34265,2023-06-17 22:54:00,1518
2298,2023-04-15 10:20:00,1055
2725,2023-06-06 23:04:00,983
66598,2023-06-13 11:27:00,2136
99696,2023-07-11 11:19:00,3590
93571,2023-10-02 02:36:00,1875
57147,2023-07-17 17:21:00,3078
38324,2023-03-30 13:08:00,2126
84578,2023-09-06 21:24:00,3390
6624,2023-02-06 10:49:00,899
91528,2023-06-25 04:48:00,3370
97513,2023-12-26 12:55:00,2482
60045,2023-07-13 02:55:00,1670
69680,2023-07-16 00:27:00,320
94862,2023-01-06 04:20:00,3089
37556,2023-08-05 14:16:00,2076
78530,2023-12-29 12:11:00,1490
41687,2023-05-10 01:29:00,1274
34213,2023-11-09 01:21:00,120
5499,2023-12-23 22:28:00,1490
64979,2023-03-20 08:41:00,3099
99953,2023-08-16 06:07:00,1363
98387,2023-09-16 05:58:00,1039
79857,2023-03-31 06:49:00,1786
12480,2023-05-11 21:12:00,1043
41301,2023-12-30 19:46:00,529
67940,2023-05-14 23:55:00,886
77938,2023-11-28 03:55:00,81
21038,2023-08-01 15:58:00,2277
5491,2023-01-23 09:40:00,2088
23403,2023-07-05 20:44:00,2906
31721,2023-12-13 05:24:00,3042
50814,2023-11-04 05:51:00,1297
54257,2023-05-21 01:52:00,162
11664,2023-06-26 03:40:00,767
80952,2023-08-06 03:48:00,1946
75602,2023-08-28 03:49:00,2027
17504,2023-02-12 08:46:00,2159
47768,2023-09-07 19:16:00,3318
49061,2023-09-16 21:02:00,2082
51109,2023-05-31 19:55:00,2544
59688,2023-02-02 00:54:00,2240
45321,2023-10-24 21:07:00,2399
86128,2023-03-10 16:43:00,2283
96664,2023-02-21 07:27:00,1189
87412,2023-12-16 22:48:00,3109
53338,2023-12-17 16:28:00,2202
65782,2023-05-19 15:14:00,1985
3097,2023-07-16 09:01:00,1194
44368,2023-04-28 21:38:00,2745
16250,2023-11-24 16:25:00,2377
14267,2023-03-25 05:55:00,300
58812,2023-02-24 08:43:00,1206
28327,2023-06-30 02:56:00,2183
55699,2023-11-28 18:06:00,2753
24984,2023-01-22 22:50:00,317
78216,2023-07-26 01:34:00,1960
50552,2023-05-29 05:34:00,1086
95972,2023-11-02 04:02:00,636
1862,2023-04-25 07:42:00,371
84894,2023-05-06 22:20:00,1580
74886,2023-08-13 18:32:00,635
37315,2023-11-27 10:15:00,1694
75760,2023-12-19 16:56:00,1725
40160,2023-01-24 04:50:00,2976
44936,2023-10-13 17:08:00,363
19074,2023-06-28 09:49:00,2246
15956,2023-02-28 20:59:00,2355
52585,2023-11-21 23:28:00,2693
63182,2023-11-04 22:08:00,2131
42898,2023-07-20 12:38:00,208
90906,2023-11-01 23:26:00,764
7351,2023-05-24 00:23:00,3173
2305,2023-06-20 22:02:00,3099
76523,2023-06-12 10:49:00,2208
21874,2023-07-10 11:21:00,1413
30223,2023-06-11 12:22:00,3242
1670,2023-04-12 09:37:00,164
16588,2023-12-01 12:52:00,2430
38186,2023-05-19 08:59:00,2834
65026,2023-08-11 11:58:00,383
2531,2023-06-25 22:07:00,1086
26658,2023-06-16 12:26:00,1023
1551,2023-08-02 10:10:00,3247
50412,2023-12-27 05:34:00,3289
65181,2023-05-11 14:26:00,2321
25564,2023-05-20 06:02:00,463
59080,2023-07-22 05:38:00,1010
97431,2023-08-25 06:50:00,1452
73199,2023-11-02 15:00:00,2126
1031,2023-08-27 13:03:00,364
82765,2023-07-16 14:40:00,2572
88496,2023-09-01 16:38:00,2
49290,2023-06-17 10:47:00,378
26980,2023-04-30 18:54:00,3539
42124,2023-02-13 20:22:00,562
50925,2023-03-06 20:33:00,1636
62930,2023-10-15 17:16:00,3370
28746,2023-11-02 03:34:00,1524
20600,2023-07-03 23:24:00,1781
53315,2023-01-25 05:02:00,409
58661,2023-02-13 13:40:00,1049
29051,2023-08-30 18:16:00,931
35236,2023-11-29 04:28:00,398
60900,2023-09-14 06:49:00,1969
94170,2023-12-08 23:28:00,3316
1475,2023-07-30 17:42:00,3579
94325,2023-05-06 11:06:00,2350
90602,2023-03-14 06:45:00,3435
25471,2023-07-13 07:21:00,176
19223,2023-08-05 20:16:00,1590
55999,2023-12-30 04:04:00,2834
25033,2023-09-03 10:38:00,1909
14685,2023-03-19 10:30:00,294
88105,2023-12-07 09:20:00,822
88654,2023-08-04 17:38:00,44
17930,2023-09-06 07:37:00,237
92455,2023-10-31 22:25:00,3520
19306,2023-10-15 22:55:00,1574
12995,2023-06-01 15:01:00,2049
92595,2023-08-09 13:26:00,2786
63136,2023-02-11 16:45:00,224
93200,2023-02-23 16:49:00,1584
961,2023-11-21 16:38:00,751
10548,2023-03-23 09:33:00,620
684,2023-09-16 10:50:00,2576
84492,2023-06-23 16:46:00,2702
91446,2023-02-01 17:46:00,648
72951,2023-04-07 11:27:00,698
37936,2023-02-09 14:20:00,1134
18423,2023-08-18 00:17:00,2086
1841,2023-10-03 19:10:00,498
40645,2023-07-27 20:45:00,969
95413,2023-11-28 14:43:00,769
81073,2023-04-10 23:46:00,723
55560,2023-07-07 16:10:00,2029
96875,2023-11-25 04:27:00,1554
92759,2023-07-27 09:22:00,2042
76260,2023-10-09 17:12:00,289
18106,2023-07-18 19:49:00,3416
70909,2023-09-22 09:29:00,2845
96385,2023-11-20 18:52:00,2350
9892,2023-06-25 14:21:00,1926
96668,2023-11-07 06:38:00,2793
95162,2023-08-03 13:06:00,1332
34472,2023-03-20 17:16:00,2051
33546,2023-12-28 01:35:00,1349
37069,2023-03-07 14:44:00,1702
99973,2023-09-29 15:52:00,3023
55979,2023-08-23 00:24:00,3390
2793,2023-05-28 01:16:00,1226
4072,2023-12-04 09:26:00,2940
92569,2023-04-26 21:55:00,1735
43295,2023-02-26 08:32:00,2152
17499,2023-02-23 19:00:00,2446
41466,2023-11-16 09:59:00,1954
91008,2023-03-21 19:53:00,3440
16959,2023-07-10 17:26:00,658
92388,2023-12-23 18:11:00,3424
4862,2023-12-10 03:26:00,55
1979,2023-10-08 14:09:00,3351
20409,2023-04-06 06:11:00,1191
67430,2023-11-22 07:17:00,1936
2989,2023-01-30 20:57:00,1468
8160,2023-02-27 22:12:00,2534
5777,2023-03-29 13:39:00,2083
7292,2023-10-10 02:09:00,1154
23667,2023-07-09 22:49:00,1988
82507,2023-05-05 21:06:00,2374
23517,2023-11-11 11:41:00,3029
28692,2023-08-20 15:10:00,3275
89425,2023-10-21 22:06:00,1327
82882,2023-06-19 09:45:00,739
19817,2023-12-15 09:43:00,2603
94991,2023-03-25 11:58:00,1388
18284,2023-05-21 17:59:00,2718
43613,2023-06-22 19:40:00,3213
57328,2023-12-24 14:57:00,2778
33410,2023-10-18 02:59:00,143
73813,2023-10-06 22:06:00,971
56907,2023-04-09 20:19:00,1333
53789,2023-12-19 01:14:00,2206
51937,2023-11-13 15:44:00,2625
40499,2023-08-24 17:16:00,540
85366,2023-01-27 22:44:00,443
94782,2023-08-22 20:45:00,2737
99782,2023-03-08 22:48:00,2506
12590,2023-11-28 02:25:00,2700
33526,2023-04-25 03:25:00,2741
16270,2023-03-19 12:54:00,2772
9523,2023-10-15 18:27:00,1610
62352,2023-08-29 06:16:00,1574
46052,2023-05-13 06:43:00,25
93270,2023-12-21 01:29:00,3354
70804,2023-10-27 05:40:00,2645
28047,2023-11-22 03:41:00,2992
73656,2023-07-30 21:44:00,3436
55002,2023-09-16 16:04:00,2346
63722,2023-03-12 08:05:00,3599
77603,2023-07-07 19:32:00,2995
80746,2023-04-06 06:51:00,1197
94443,2023-06-23 12:14:00,1770
60870,2023-11-19 07:52:00,1907
22156,2023-04-09 17:07:00,1691
11092,2023-09-29 20:15:00,772
7141,2023-01-09 10:19:00,1046
71214,2023-01-31 12:31:00,767
96987,2023-05-27 22:40:00,3168
20945,2023-09-04 04:26:00,1756
60808,2023-05-05 03:17:00,3222
25798,2023-07-25 22:34:00,160
96457,2023-11-05 07:42:00,2322
34940,2023-02-17 21:42:00,2002
92812,2023-07-25 20:53:00,2702
52770,2023-02-25 02:22:00,1146
67343,2023-03-31 04:35:00,476
11695,2023-04-02 03:12:00,2664
50744,2023-01-11 18:11:00,644
71007,2023-09-19 15:40:00,3587
2555,2023-10-29 19:09:00,2534
27457,2023-10-15 11:31:00,1735
38254,2023-02-20 20:54:00,2444
71010,2023-12-26 09:53:00,394
11220,2023-10-08 15:38:00,2557
99186,2023-06-28 07:30:00,512
99392,2023-10-19 05:42:00,3205
5317,2023-12-16 21:16:00,2945
90717,2023-03-08 17:12:00,2601
26586,2023-11-30 01:17:00,170
