MaSoThe,MaKhachHang,NgayLap,LoaiThe,TinhTrangThe,DiemTichLuy
33798,89068,2023-02-05,Member,Active,0
33799,46715,2023-11-10,Member,Active,0
33800,3422,2023-01-08,Member,Active,0
33801,5706,2023-12-23,Member,Active,0
33802,11990,2023-04-13,Member,Active,0
33803,52983,2023-01-01,Member,Active,0
33804,57751,2023-07-23,Member,Active,0
33805,46228,2023-09-03,Member,Active,0
33806,63200,2023-03-11,Member,Active,0
33807,47903,2023-08-14,Member,Active,0
33808,32438,2023-09-27,Member,Active,0
33809,2834,2023-03-08,Member,Active,0
33810,57611,2023-08-10,Member,Active,0
33811,68556,2023-05-28,Member,Active,0
33812,27119,2023-08-15,Member,Active,0
33813,26211,2023-11-06,Member,Active,0
33814,8786,2023-12-26,Member,Active,0
33815,11136,2023-09-02,Member,Active,0
33816,97121,2023-09-25,Member,Active,0
33817,52655,2023-11-18,Member,Active,0
33818,21085,2023-10-28,Member,Active,0
33819,36575,2023-08-26,Member,Active,0
33820,16949,2023-10-24,Member,Active,0
33821,21957,2023-06-11,Member,Active,0
33822,52520,2023-03-01,Member,Active,0
33823,89571,2023-07-04,Member,Active,0
33824,91613,2023-01-23,Member,Active,0
33825,66282,2023-06-16,Member,Active,0
33826,44133,2023-01-09,Member,Active,0
33827,29751,2023-10-26,Member,Active,0
33828,62572,2023-03-08,Member,Active,0
33829,99809,2023-06-07,Member,Active,0
33830,72348,2023-09-18,Member,Active,0
33831,7391,2023-04-03,Member,Active,0
33832,92261,2023-06-10,Member,Active,0
33833,20570,2023-08-06,Member,Active,0
33834,22813,2023-01-18,Member,Active,0
33835,13719,2023-01-08,Member,Active,0
33836,20285,2023-09-30,Member,Active,0
33837,37687,2023-11-14,Member,Active,0
33838,94602,2023-05-16,Member,Active,0
33839,66331,2023-07-05,Member,Active,0
33840,22395,2023-05-15,Member,Active,0
33841,59283,2023-04-02,Member,Active,0
33842,49765,2023-06-29,Member,Active,0
33843,64840,2023-10-15,Member,Active,0
33844,42082,2023-09-10,Member,Active,0
33845,8203,2023-07-23,Member,Active,0
33846,89335,2023-02-26,Member,Active,0
33847,31554,2023-05-03,Member,Active,0
33848,60349,2023-06-26,Member,Active,0
33849,74598,2023-05-09,Member,Active,0
33850,16498,2023-02-15,Member,Active,0
33851,2281,2023-11-03,Member,Active,0
33852,32387,2023-07-21,Member,Active,0
33853,32867,2023-08-29,Member,Active,0
33854,67694,2023-08-05,Member,Active,0
33855,77570,2023-02-04,Member,Active,0
33856,254,2023-06-02,Member,Active,0
33857,39755,2023-07-02,Member,Active,0
33858,22192,2023-02-15,Member,Active,0
33859,48971,2023-01-30,Member,Active,0
33860,67898,2023-10-11,Member,Active,0
33861,6231,2023-07-26,Member,Active,0
33862,45482,2023-02-27,Member,Active,0
33863,87014,2023-01-10,Member,Active,0
33864,55124,2023-01-08,Member,Active,0
33865,4892,2023-12-03,Member,Active,0
33866,6596,2023-08-20,Member,Active,0
33867,21972,2023-06-01,Member,Active,0
33868,96370,2023-06-24,Member,Active,0
33869,64758,2023-09-28,Member,Active,0
33870,93663,2023-06-28,Member,Active,0
33871,62376,2023-04-16,Member,Active,0
33872,29439,2023-02-05,Member,Active,0
33873,46093,2023-06-21,Member,Active,0
33874,90440,2023-03-27,Member,Active,0
33875,98646,2023-05-27,Member,Active,0
33876,61781,2023-01-04,Member,Active,0
33877,96834,2023-02-02,Member,Active,0
33878,57673,2023-02-12,Member,Active,0
33879,55240,2023-12-12,Member,Active,0
33880,71418,2023-06-01,Member,Active,0
33881,80415,2023-05-29,Member,Active,0
33882,91338,2023-02-06,Member,Active,0
33883,49649,2023-08-18,Member,Active,0
33884,59829,2023-05-04,Member,Active,0
33885,88826,2023-06-05,Member,Active,0
33886,39968,2023-05-13,Member,Active,0
33887,4325,2023-05-27,Member,Active,0
33888,91536,2023-05-09,Member,Active,0
33889,22655,2023-04-12,Member,Active,0
33890,35639,2023-08-17,Member,Active,0
33891,91851,2023-10-07,Member,Active,0
33892,79209,2023-09-07,Member,Active,0
33893,42153,2023-03-08,Member,Active,0
33894,60492,2023-01-16,Member,Active,0
33895,17266,2023-04-29,Member,Active,0
33896,90945,2023-10-13,Member,Active,0
33897,86523,2023-05-20,Member,Active,0
33898,97726,2023-06-19,Member,Active,0
33899,56745,2023-12-07,Member,Active,0
33900,41907,2023-11-12,Member,Active,0
33901,40682,2023-05-03,Member,Active,0
33902,45140,2023-03-13,Member,Active,0
33903,17811,2023-11-10,Member,Active,0
33904,17843,2023-03-16,Member,Active,0
33905,27701,2023-11-15,Member,Active,0
33906,6076,2023-01-21,Member,Active,0
33907,3743,2023-11-03,Member,Active,0
33908,33758,2023-09-02,Member,Active,0
33909,10565,2023-11-08,Member,Active,0
33910,75102,2023-05-04,Member,Active,0
33911,36971,2023-03-16,Member,Active,0
33912,38014,2023-07-24,Member,Active,0
33913,55592,2023-01-02,Member,Active,0
33914,18135,2023-01-31,Member,Active,0
33915,50384,2023-10-03,Member,Active,0
33916,62363,2023-07-06,Member,Active,0
33917,96195,2023-04-24,Member,Active,0
33918,76462,2023-03-25,Member,Active,0
33919,73564,2023-08-26,Member,Active,0
33920,30532,2023-10-05,Member,Active,0
33921,22436,2023-07-07,Member,Active,0
33922,40550,2023-10-21,Member,Active,0
33923,74356,2023-12-13,Member,Active,0
33924,39042,2023-02-14,Member,Active,0
33925,10220,2023-04-24,Member,Active,0
33926,24885,2023-12-23,Member,Active,0
33927,97692,2023-07-20,Member,Active,0
33928,26391,2023-06-12,Member,Active,0
33929,37267,2023-12-02,Member,Active,0
33930,17834,2023-10-12,Member,Active,0
33931,19966,2023-03-28,Member,Active,0
33932,43010,2023-08-25,Member,Active,0
33933,77,2023-09-05,Member,Active,0
33934,16590,2023-05-14,Member,Active,0
33935,3661,2023-10-30,Member,Active,0
33936,77093,2023-07-12,Member,Active,0
33937,73242,2023-11-08,Member,Active,0
33938,44492,2023-05-26,Member,Active,0
33939,978,2023-12-30,Member,Active,0
33940,13128,2023-10-14,Member,Active,0
33941,6823,2023-05-17,Member,Active,0
33942,43859,2023-09-01,Member,Active,0
33943,53199,2023-07-13,Member,Active,0
33944,14939,2023-10-03,Member,Active,0
33945,31862,2023-10-01,Member,Active,0
33946,36986,2023-01-06,Member,Active,0
33947,61526,2023-04-22,Member,Active,0
33948,56503,2023-12-17,Member,Active,0
33949,31437,2023-06-05,Member,Active,0
33950,7500,2023-11-05,Member,Active,0
33951,33557,2023-12-13,Member,Active,0
33952,42975,2023-07-14,Member,Active,0
33953,79288,2023-11-12,Member,Active,0
33954,58600,2023-06-08,Member,Active,0
33955,40197,2023-12-18,Member,Active,0
33956,57779,2023-05-26,Member,Active,0
33957,8241,2023-03-01,Member,Active,0
33958,50476,2023-12-22,Member,Active,0
33959,78498,2023-10-13,Member,Active,0
33960,15094,2023-03-14,Member,Active,0
33961,64318,2023-07-16,Member,Active,0
33962,27342,2023-07-04,Member,Active,0
33963,36393,2023-01-28,Member,Active,0
33964,38554,2023-07-26,Member,Active,0
33965,62652,2023-02-03,Member,Active,0
33966,69472,2023-05-10,Member,Active,0
33967,92997,2023-03-16,Member,Active,0
33968,3579,2023-08-17,Member,Active,0
33969,78019,2023-08-29,Member,Active,0
33970,65313,2023-02-15,Member,Active,0
33971,38239,2023-05-25,Member,Active,0
33972,19201,2023-06-26,Member,Active,0
33973,64288,2023-10-02,Member,Active,0
33974,9810,2023-03-19,Member,Active,0
33975,60504,2023-03-30,Member,Active,0
33976,53389,2023-10-06,Member,Active,0
33977,32540,2023-04-07,Member,Active,0
33978,7711,2023-01-08,Member,Active,0
33979,7920,2023-11-20,Member,Active,0
33980,60433,2023-01-03,Member,Active,0
33981,82479,2023-01-17,Member,Active,0
33982,40066,2023-07-02,Member,Active,0
33983,72571,2023-08-07,Member,Active,0
33984,28591,2023-11-02,Member,Active,0
33985,87089,2023-06-21,Member,Active,0
33986,36507,2023-04-18,Member,Active,0
33987,9369,2023-04-16,Member,Active,0
33988,42677,2023-10-20,Member,Active,0
33989,78661,2023-02-01,Member,Active,0
33990,23296,2023-10-24,Member,Active,0
33991,60831,2023-12-06,Member,Active,0
33992,38057,2023-07-12,Member,Active,0
33993,64669,2023-03-02,Member,Active,0
33994,17228,2023-10-19,Member,Active,0
33995,55430,2023-05-05,Member,Active,0
33996,12537,2023-05-04,Member,Active,0
33997,68128,2023-04-02,Member,Active,0
33998,621,2023-01-24,Member,Active,0
33999,81492,2023-05-26,Member,Active,0
34000,95132,2023-12-20,Member,Active,0
34001,98125,2023-07-20,Member,Active,0
34002,71243,2023-06-27,Member,Active,0
34003,29801,2023-02-03,Member,Active,0
34004,93093,2023-07-21,Member,Active,0
34005,24823,2023-06-05,Member,Active,0
34006,15375,2023-01-09,Member,Active,0
34007,5963,2023-09-09,Member,Active,0
34008,40472,2023-08-26,Member,Active,0
34009,1022,2023-02-11,Member,Active,0
34010,3082,2023-08-06,Member,Active,0
34011,5027,2023-02-06,Member,Active,0
34012,57261,2023-02-22,Member,Active,0
34013,73601,2023-03-05,Member,Active,0
34014,57204,2023-04-16,Member,Active,0
34015,97845,2023-07-04,Member,Active,0
34016,66324,2023-02-18,Member,Active,0
34017,16381,2023-12-31,Member,Active,0
34018,30484,2023-07-28,Member,Active,0
34019,5824,2023-10-06,Member,Active,0
34020,83349,2023-10-20,Member,Active,0
34021,83089,2023-04-14,Member,Active,0
34022,29452,2023-02-23,Member,Active,0
34023,54958,2023-02-28,Member,Active,0
34024,26569,2023-12-23,Member,Active,0
34025,85180,2023-05-30,Member,Active,0
34026,75254,2023-05-25,Member,Active,0
34027,8727,2023-11-20,Member,Active,0
34028,55079,2023-06-16,Member,Active,0
34029,14993,2023-04-09,Member,Active,0
34030,45527,2023-07-14,Member,Active,0
34031,9620,2023-12-20,Member,Active,0
34032,54023,2023-06-29,Member,Active,0
34033,81732,2023-11-24,Member,Active,0
34034,99048,2023-03-18,Member,Active,0
34035,57637,2023-01-07,Member,Active,0
34036,46474,2023-04-20,Member,Active,0
34037,51936,2023-12-24,Member,Active,0
34038,21739,2023-10-30,Member,Active,0
34039,20835,2023-03-29,Member,Active,0
34040,1184,2023-06-08,Member,Active,0
34041,81958,2023-04-13,Member,Active,0
34042,18858,2023-04-25,Member,Active,0
34043,95470,2023-08-25,Member,Active,0
34044,50422,2023-05-05,Member,Active,0
34045,43532,2023-02-08,Member,Active,0
34046,20053,2023-11-25,Member,Active,0
34047,71084,2023-08-21,Member,Active,0
34048,25079,2023-08-18,Member,Active,0
34049,71024,2023-08-15,Member,Active,0
34050,78934,2023-04-14,Member,Active,0
34051,61845,2023-05-18,Member,Active,0
34052,50319,2023-02-24,Member,Active,0
34053,97760,2023-07-04,Member,Active,0
34054,7574,2023-01-29,Member,Active,0
34055,72065,2023-02-12,Member,Active,0
34056,57325,2023-08-25,Member,Active,0
34057,89887,2023-07-05,Member,Active,0
34058,44278,2023-12-13,Member,Active,0
34059,28522,2023-04-18,Member,Active,0
34060,67938,2023-09-18,Member,Active,0
34061,72177,2023-08-16,Member,Active,0
34062,8682,2023-08-27,Member,Active,0
34063,83920,2023-02-15,Member,Active,0
34064,43972,2023-11-13,Member,Active,0
34065,83462,2023-07-09,Member,Active,0
34066,63338,2023-11-13,Member,Active,0
34067,30165,2023-07-03,Member,Active,0
34068,3217,2023-07-31,Member,Active,0
34069,68309,2023-10-20,Member,Active,0
34070,398,2023-09-15,Member,Active,0
34071,85596,2023-02-10,Member,Active,0
34072,7018,2023-12-10,Member,Active,0
34073,93742,2023-02-08,Member,Active,0
34074,77877,2023-01-24,Member,Active,0
34075,58815,2023-10-05,Member,Active,0
34076,32171,2023-08-22,Member,Active,0
34077,5741,2023-06-29,Member,Active,0
34078,28689,2023-04-08,Member,Active,0
34079,30440,2023-07-04,Member,Active,0
34080,68663,2023-01-26,Member,Active,0
34081,79657,2023-05-27,Member,Active,0
34082,41654,2023-09-28,Member,Active,0
34083,44741,2023-09-06,Member,Active,0
34084,82091,2023-11-17,Member,Active,0
34085,96154,2023-03-19,Member,Active,0
34086,23870,2023-05-19,Member,Active,0
34087,1500,2023-09-09,Member,Active,0
34088,31664,2023-12-06,Member,Active,0
34089,3099,2023-10-04,Member,Active,0
34090,60457,2023-08-22,Member,Active,0
34091,46121,2023-01-26,Member,Active,0
34092,51364,2023-01-06,Member,Active,0
34093,35986,2023-05-20,Member,Active,0
34094,45621,2023-10-30,Member,Active,0
34095,82819,2023-08-23,Member,Active,0
34096,98172,2023-09-24,Member,Active,0
34097,57794,2023-07-21,Member,Active,0
34098,67442,2023-10-26,Member,Active,0
34099,98266,2023-11-15,Member,Active,0
34100,12455,2023-02-24,Member,Active,0
34101,70413,2023-05-20,Member,Active,0
34102,21009,2023-01-20,Member,Active,0
34103,60060,2023-03-20,Member,Active,0
34104,97732,2023-08-05,Member,Active,0
34105,59744,2023-12-21,Member,Active,0
34106,8804,2023-10-28,Member,Active,0
34107,4840,2023-04-21,Member,Active,0
34108,5244,2023-12-13,Member,Active,0
34109,89896,2023-09-29,Member,Active,0
34110,4469,2023-09-12,Member,Active,0
34111,96470,2023-07-05,Member,Active,0
34112,24447,2023-09-11,Member,Active,0
34113,59722,2023-07-04,Member,Active,0
34114,55851,2023-05-12,Member,Active,0
34115,40218,2023-03-03,Member,Active,0
34116,55845,2023-02-05,Member,Active,0
34117,85274,2023-02-27,Member,Active,0
34118,42705,2023-06-08,Member,Active,0
34119,47213,2023-01-24,Member,Active,0
34120,11367,2023-12-20,Member,Active,0
34121,27834,2023-09-21,Member,Active,0
34122,84481,2023-02-02,Member,Active,0
34123,54529,2023-04-22,Member,Active,0
34124,1763,2023-03-04,Member,Active,0
34125,57086,2023-12-22,Member,Active,0
34126,80079,2023-03-30,Member,Active,0
34127,1046,2023-05-07,Member,Active,0
34128,28704,2023-05-02,Member,Active,0
34129,58833,2023-02-09,Member,Active,0
34130,90523,2023-09-27,Member,Active,0
34131,13942,2023-05-02,Member,Active,0
34132,28268,2023-09-22,Member,Active,0
34133,55500,2023-09-15,Member,Active,0
34134,55330,2023-03-04,Member,Active,0
34135,40584,2023-12-18,Member,Active,0
34136,68911,2023-05-08,Member,Active,0
34137,18351,2023-11-18,Member,Active,0
34138,60889,2023-04-24,Member,Active,0
34139,68750,2023-01-08,Member,Active,0
34140,45243,2023-10-09,Member,Active,0
34141,76726,2023-05-16,Member,Active,0
34142,65667,2023-04-14,Member,Active,0
34143,23781,2023-02-21,Member,Active,0
34144,20657,2023-04-29,Member,Active,0
34145,41223,2023-05-21,Member,Active,0
34146,92801,2023-09-14,Member,Active,0
34147,45303,2023-06-05,Member,Active,0
34148,40512,2023-11-08,Member,Active,0
34149,56795,2023-11-27,Member,Active,0
34150,2522,2023-06-23,Member,Active,0
34151,39477,2023-06-02,Member,Active,0
34152,24833,2023-10-13,Member,Active,0
34153,36350,2023-11-14,Member,Active,0
34154,43715,2023-08-14,Member,Active,0
34155,87854,2023-04-16,Member,Active,0
34156,90563,2023-03-14,Member,Active,0
34157,52924,2023-06-03,Member,Active,0
34158,91540,2023-05-11,Member,Active,0
34159,49359,2023-03-05,Member,Active,0
34160,48363,2023-10-04,Member,Active,0
34161,28248,2023-06-12,Member,Active,0
34162,15673,2023-04-10,Member,Active,0
34163,36985,2023-01-13,Member,Active,0
34164,42198,2023-01-29,Member,Active,0
34165,65250,2023-07-30,Member,Active,0
34166,41885,2023-09-05,Member,Active,0
34167,19582,2023-07-30,Member,Active,0
34168,66172,2023-12-28,Member,Active,0
34169,27323,2023-10-29,Member,Active,0
34170,54394,2023-09-07,Member,Active,0
34171,89519,2023-07-14,Member,Active,0
34172,56023,2023-06-22,Member,Active,0
34173,82582,2023-05-31,Member,Active,0
34174,3219,2023-01-08,Member,Active,0
34175,87454,2023-03-09,Member,Active,0
34176,98497,2023-04-22,Member,Active,0
34177,17127,2023-01-02,Member,Active,0
34178,80583,2023-10-27,Member,Active,0
34179,13268,2023-12-22,Member,Active,0
34180,40830,2023-01-09,Member,Active,0
34181,83938,2023-11-12,Member,Active,0
34182,17837,2023-08-13,Member,Active,0
34183,70735,2023-03-09,Member,Active,0
34184,52186,2023-10-09,Member,Active,0
34185,34969,2023-07-20,Member,Active,0
34186,9766,2023-03-25,Member,Active,0
34187,23407,2023-07-16,Member,Active,0
34188,99735,2023-04-19,Member,Active,0
34189,43557,2023-08-16,Member,Active,0
34190,37288,2023-07-21,Member,Active,0
34191,1513,2023-03-23,Member,Active,0
34192,52895,2023-02-02,Member,Active,0
34193,39494,2023-03-06,Member,Active,0
34194,30642,2023-05-01,Member,Active,0
34195,4140,2023-11-16,Member,Active,0
34196,69240,2023-12-17,Member,Active,0
34197,67625,2023-01-21,Member,Active,0
34198,54794,2023-10-01,Member,Active,0
34199,4817,2023-09-22,Member,Active,0
34200,46834,2023-08-09,Member,Active,0
34201,97939,2023-05-19,Member,Active,0
34202,44810,2023-11-02,Member,Active,0
34203,13613,2023-02-18,Member,Active,0
34204,75188,2023-05-17,Member,Active,0
34205,81594,2023-12-27,Member,Active,0
34206,18835,2023-10-08,Member,Active,0
34207,53254,2023-02-05,Member,Active,0
34208,23323,2023-05-21,Member,Active,0
34209,76331,2023-05-06,Member,Active,0
34210,19349,2023-09-08,Member,Active,0
34211,82518,2023-08-03,Member,Active,0
34212,39451,2023-10-17,Member,Active,0
34213,22713,2023-07-21,Member,Active,0
34214,83911,2023-10-27,Member,Active,0
34215,62330,2023-04-10,Member,Active,0
34216,47567,2023-09-26,Member,Active,0
34217,71793,2023-02-16,Member,Active,0
34218,61790,2023-02-06,Member,Active,0
34219,18051,2023-03-30,Member,Active,0
34220,14525,2023-07-24,Member,Active,0
34221,85488,2023-04-16,Member,Active,0
34222,10597,2023-06-30,Member,Active,0
34223,73457,2023-09-06,Member,Active,0
34224,22766,2023-01-11,Member,Active,0
34225,28453,2023-11-07,Member,Active,0
34226,5618,2023-12-26,Member,Active,0
34227,87459,2023-10-09,Member,Active,0
34228,427,2023-09-13,Member,Active,0
34229,4904,2023-01-24,Member,Active,0
34230,6255,2023-02-03,Member,Active,0
34231,37110,2023-07-23,Member,Active,0
34232,59893,2023-04-15,Member,Active,0
34233,73341,2023-04-23,Member,Active,0
34234,28761,2023-08-23,Member,Active,0
34235,91995,2023-06-02,Member,Active,0
34236,35484,2023-09-07,Member,Active,0
34237,76319,2023-09-21,Member,Active,0
34238,64168,2023-07-15,Member,Active,0
34239,27402,2023-09-17,Member,Active,0
34240,32313,2023-09-18,Member,Active,0
34241,43058,2023-04-26,Member,Active,0
34242,39778,2023-12-26,Member,Active,0
34243,34254,2023-11-12,Member,Active,0
34244,71223,2023-05-03,Member,Active,0
34245,58248,2023-10-10,Member,Active,0
34246,48201,2023-03-05,Member,Active,0
34247,2361,2023-03-05,Member,Active,0
34248,16345,2023-07-31,Member,Active,0
34249,40647,2023-03-28,Member,Active,0
34250,57958,2023-05-09,Member,Active,0
34251,19235,2023-10-28,Member,Active,0
34252,74599,2023-01-08,Member,Active,0
34253,17318,2023-06-20,Member,Active,0
34254,81298,2023-12-08,Member,Active,0
34255,97029,2023-02-17,Member,Active,0
34256,46612,2023-07-19,Member,Active,0
34257,10020,2023-04-13,Member,Active,0
34258,92289,2023-10-14,Member,Active,0
34259,63214,2023-11-03,Member,Active,0
34260,2292,2023-05-04,Member,Active,0
34261,38116,2023-06-17,Member,Active,0
34262,49989,2023-11-10,Member,Active,0
34263,28369,2023-06-04,Member,Active,0
34264,68675,2023-09-14,Member,Active,0
34265,27305,2023-01-21,Member,Active,0
34266,31962,2023-01-20,Member,Active,0
34267,57715,2023-04-26,Member,Active,0
34268,86804,2023-10-25,Member,Active,0
34269,73144,2023-01-28,Member,Active,0
34270,29494,2023-04-11,Member,Active,0
34271,88338,2023-11-21,Member,Active,0
34272,96394,2023-11-21,Member,Active,0
34273,29678,2023-06-25,Member,Active,0
34274,22940,2023-12-26,Member,Active,0
34275,42067,2023-07-31,Member,Active,0
34276,54516,2023-12-22,Member,Active,0
34277,60856,2023-06-27,Member,Active,0
34278,1382,2023-09-27,Member,Active,0
34279,71570,2023-12-18,Member,Active,0
34280,12006,2023-08-09,Member,Active,0
34281,62097,2023-06-18,Member,Active,0
34282,10977,2023-07-14,Member,Active,0
34283,45832,2023-12-15,Member,Active,0
34284,7341,2023-10-16,Member,Active,0
34285,1167,2023-07-13,Member,Active,0
34286,64221,2023-12-16,Member,Active,0
34287,72295,2023-09-12,Member,Active,0
34288,61733,2023-08-19,Member,Active,0
34289,41089,2023-06-11,Member,Active,0
34290,81713,2023-08-23,Member,Active,0
34291,73389,2023-09-29,Member,Active,0
34292,37874,2023-11-26,Member,Active,0
34293,21192,2023-04-04,Member,Active,0
34294,10752,2023-05-26,Member,Active,0
34295,54980,2023-07-22,Member,Active,0
34296,25453,2023-01-24,Member,Active,0
34297,22500,2023-11-03,Member,Active,0
34298,9007,2023-01-09,Member,Active,0
34299,90822,2023-08-02,Member,Active,0
34300,77535,2023-07-03,Member,Active,0
34301,98749,2023-10-10,Member,Active,0
34302,97068,2023-08-11,Member,Active,0
34303,79592,2023-10-11,Member,Active,0
34304,90870,2023-04-13,Member,Active,0
34305,35273,2023-11-24,Member,Active,0
34306,61417,2023-05-31,Member,Active,0
34307,67721,2023-07-04,Member,Active,0
34308,27633,2023-04-19,Member,Active,0
34309,83513,2023-02-21,Member,Active,0
34310,96582,2023-08-14,Member,Active,0
34311,79997,2023-09-14,Member,Active,0
34312,25813,2023-03-28,Member,Active,0
34313,39781,2023-04-16,Member,Active,0
34314,61598,2023-10-23,Member,Active,0
34315,6810,2023-11-04,Member,Active,0
34316,10317,2023-10-29,Member,Active,0
34317,98641,2023-01-29,Member,Active,0
34318,67087,2023-06-19,Member,Active,0
34319,27000,2023-10-26,Member,Active,0
34320,90842,2023-01-26,Member,Active,0
34321,55675,2023-05-10,Member,Active,0
34322,72050,2023-03-19,Member,Active,0
34323,17795,2023-01-11,Member,Active,0
34324,29217,2023-01-11,Member,Active,0
34325,2071,2023-06-02,Member,Active,0
34326,76519,2023-05-02,Member,Active,0
34327,45384,2023-03-30,Member,Active,0
34328,99243,2023-02-22,Member,Active,0
34329,21910,2023-11-18,Member,Active,0
34330,17315,2023-06-06,Member,Active,0
34331,90923,2023-12-07,Member,Active,0
34332,21863,2023-06-15,Member,Active,0
34333,74119,2023-06-07,Member,Active,0
34334,38127,2023-03-06,Member,Active,0
34335,87192,2023-12-28,Member,Active,0
34336,45532,2023-11-30,Member,Active,0
34337,66615,2023-04-02,Member,Active,0
34338,67269,2023-04-25,Member,Active,0
34339,89556,2023-06-23,Member,Active,0
34340,21086,2023-08-07,Member,Active,0
34341,87582,2023-07-25,Member,Active,0
34342,90980,2023-01-11,Member,Active,0
34343,22752,2023-03-25,Member,Active,0
34344,23695,2023-07-08,Member,Active,0
34345,72451,2023-09-19,Member,Active,0
34346,925,2023-03-23,Member,Active,0
34347,96070,2023-10-12,Member,Active,0
34348,4562,2023-03-15,Member,Active,0
34349,40002,2023-09-19,Member,Active,0
34350,1384,2023-07-23,Member,Active,0
34351,98158,2023-07-07,Member,Active,0
34352,8402,2023-03-01,Member,Active,0
34353,64524,2023-06-27,Member,Active,0
34354,26238,2023-07-08,Member,Active,0
34355,25487,2023-03-05,Member,Active,0
34356,45468,2023-03-09,Member,Active,0
34357,32407,2023-11-17,Member,Active,0
34358,88380,2023-10-22,Member,Active,0
34359,93484,2023-04-03,Member,Active,0
34360,15213,2023-06-28,Member,Active,0
34361,34689,2023-03-30,Member,Active,0
34362,24189,2023-02-10,Member,Active,0
34363,11732,2023-03-06,Member,Active,0
34364,47558,2023-06-26,Member,Active,0
34365,94457,2023-01-11,Member,Active,0
34366,45746,2023-07-17,Member,Active,0
34367,70554,2023-02-11,Member,Active,0
34368,38498,2023-03-03,Member,Active,0
34369,24087,2023-10-11,Member,Active,0
34370,98522,2023-01-18,Member,Active,0
34371,30408,2023-11-21,Member,Active,0
34372,80879,2023-08-17,Member,Active,0
34373,14412,2023-05-25,Member,Active,0
34374,43871,2023-07-08,Member,Active,0
34375,45535,2023-02-12,Member,Active,0
34376,96961,2023-06-22,Member,Active,0
34377,86481,2023-07-08,Member,Active,0
34378,42218,2023-10-12,Member,Active,0
34379,23787,2023-02-15,Member,Active,0
34380,22518,2023-04-17,Member,Active,0
34381,24130,2023-06-17,Member,Active,0
34382,23872,2023-10-23,Member,Active,0
34383,58250,2023-06-25,Member,Active,0
34384,26239,2023-06-01,Member,Active,0
34385,25682,2023-02-09,Member,Active,0
34386,60207,2023-01-26,Member,Active,0
34387,61258,2023-05-20,Member,Active,0
34388,18134,2023-11-06,Member,Active,0
34389,18961,2023-04-17,Member,Active,0
34390,67904,2023-05-14,Member,Active,0
34391,91019,2023-09-29,Member,Active,0
34392,24355,2023-11-28,Member,Active,0
34393,25901,2023-06-10,Member,Active,0
34394,25371,2023-08-16,Member,Active,0
34395,87885,2023-05-23,Member,Active,0
34396,14196,2023-12-01,Member,Active,0
34397,54411,2023-04-30,Member,Active,0
34398,15967,2023-11-01,Member,Active,0
34399,28919,2023-02-10,Member,Active,0
34400,56729,2023-11-26,Member,Active,0
34401,41055,2023-08-01,Member,Active,0
34402,96048,2023-08-24,Member,Active,0
34403,33733,2023-08-03,Member,Active,0
34404,95048,2023-08-11,Member,Active,0
34405,37693,2023-11-22,Member,Active,0
34406,44202,2023-10-06,Member,Active,0
34407,73675,2023-03-17,Member,Active,0
34408,83260,2023-09-21,Member,Active,0
34409,84068,2023-06-29,Member,Active,0
34410,87814,2023-12-10,Member,Active,0
34411,82681,2023-02-22,Member,Active,0
34412,44415,2023-10-17,Member,Active,0
34413,99524,2023-07-30,Member,Active,0
34414,62255,2023-04-08,Member,Active,0
34415,45965,2023-06-08,Member,Active,0
34416,45291,2023-08-16,Member,Active,0
34417,74500,2023-04-02,Member,Active,0
34418,26184,2023-11-28,Member,Active,0
34419,50266,2023-12-26,Member,Active,0
34420,18236,2023-08-10,Member,Active,0
34421,45203,2023-09-05,Member,Active,0
34422,77070,2023-04-26,Member,Active,0
34423,69914,2023-07-08,Member,Active,0
34424,48846,2023-05-09,Member,Active,0
34425,23179,2023-03-25,Member,Active,0
34426,61970,2023-05-10,Member,Active,0
34427,76050,2023-09-11,Member,Active,0
34428,39652,2023-01-11,Member,Active,0
34429,6534,2023-06-15,Member,Active,0
34430,7745,2023-04-14,Member,Active,0
34431,24865,2023-09-29,Member,Active,0
34432,523,2023-03-19,Member,Active,0
34433,41459,2023-03-16,Member,Active,0
34434,80183,2023-11-28,Member,Active,0
34435,20613,2023-04-26,Member,Active,0
34436,20831,2023-12-04,Member,Active,0
34437,55495,2023-04-17,Member,Active,0
34438,38845,2023-03-17,Member,Active,0
34439,52432,2023-03-28,Member,Active,0
34440,97504,2023-10-19,Member,Active,0
34441,61407,2023-04-28,Member,Active,0
34442,95924,2023-01-13,Member,Active,0
34443,80817,2023-11-08,Member,Active,0
34444,42693,2023-11-15,Member,Active,0
34445,55839,2023-12-01,Member,Active,0
34446,98802,2023-06-03,Member,Active,0
34447,57381,2023-02-21,Member,Active,0
34448,53384,2023-10-23,Member,Active,0
34449,95259,2023-06-18,Member,Active,0
34450,45260,2023-05-07,Member,Active,0
34451,24470,2023-10-24,Member,Active,0
34452,69174,2023-08-01,Member,Active,0
34453,24281,2023-09-05,Member,Active,0
34454,31519,2023-12-11,Member,Active,0
34455,14460,2023-08-24,Member,Active,0
34456,34374,2023-12-19,Member,Active,0
34457,4250,2023-02-22,Member,Active,0
34458,14999,2023-05-17,Member,Active,0
34459,65248,2023-04-19,Member,Active,0
34460,57059,2023-11-08,Member,Active,0
34461,34370,2023-09-27,Member,Active,0
